cluster,Alveolar_macrophages;lung,Astrocytes;brain,B_cells;adipose_tissue,B_cells;bone_marrow,B_cells;breast,B_cells;liver,B_cells;lung,B_cells;muscle_organ,B_cells;spleen,Basal_cells;breast,Basal_cells_of_epidermis;skin_of_body,Basal_cells_of_epidermis;tongue,Basophils;bone_marrow,Bergmann_glial_cells;brain,Bladder_cells;urinary_bladder,Bladder_urothelial_cells;urinary_bladder,Blood_cells;trachea,Brain_pericytes;brain,Cardiomyocytes;heart,Cardiomyocytes;vasculature,Ciliated_columnar_cells_of_tracheobronchial_tree;lung,Classical_monocytes;lung,Common_lymphoid_progenitors;bone_marrow,Dendritic_cells;spleen,Double-negative_thymic_pro-T_cells;thymus,Ductal_epithelial_cells;liver,Early_pro-B_cells;bone_marrow,Epithelial_brush_cells;colon,Fraction_A_pre-pro_B_cells;bone_marrow,Kupffer_cell;liver,Langerhans_cell;tongue,Not_Annotated;adipose_tissue,Not_Annotated;heart,Not_Annotated;lung,Not_Annotated;muscle_organ,Not_Annotated;trachea,Not_Annotated;vasculature,Slamf1-negative_multipotent_progenitor_cells;bone_marrow,Slamf1-positive_multipotent_progenitor_cells;bone_marrow,T_cells;adipose_tissue,T_cells;bone_marrow,T_cells;breast,T_cells;lung,T_cells;muscle_organ,T_cells;spleen,collecting_duct_epithelial_cells;kidney,colon_epithelial_cells;colon,colon_goblet_cells;colon,endocardial_cells;heart,endocardial_cells;vasculature,endothelial_cells;adipose_tissue,endothelial_cells;brain,endothelial_cells;breast,endothelial_cells;heart,endothelial_cells;kidney,endothelial_cells;muscle_organ,endothelial_cells;pancreas,endothelial_cells;trachea,endothelial_cells;urinary_bladder,endothelial_cells;vasculature,enterocytes;colon,enteroendocrine_cells;colon,epidermal_cells;skin_of_body,epithelial_cells;trachea,epithelial_cells_of_proximal_tubule;kidney,erythroblasts;bone_marrow,erythrocytes;vasculature,fibroblasts;heart,fibroblasts;vasculature,granulocyte_monocyte_progenitor_cells;bone_marrow,granulocytes;bone_marrow,granulocytopoietic_cells;bone_marrow,hematopoietic_precursor_cells;bone_marrow,hepatocytes;liver,immature_B_cells;bone_marrow,immature_NK_T_cells;bone_marrow,immature_T_cells;bone_marrow,immature_T_cells;thymus,immature_natural_killer_cells;bone_marrow,keratinocyte_stem_cells;skin_of_body,keratinocytes;tongue,kidney_capillary_endothelial_cells;kidney,kidney_cells;kidney,late_pro-B_cells;bone_marrow,leukocytes;heart,leukocytes;kidney,leukocytes;liver,leukocytes;lung,leukocytes;pancreas,leukocytes;skin_of_body,leukocytes;thymus,leukocytes;urinary_bladder,loop_of_Henle_ascending_limb_epithelial_cells;kidney,luminal_epithelial_cells_of_mammary_gland;breast,lung_endothelial_cells;lung,lung_epithelial_cells;lung,lymphocytes;muscle_organ,macrophages;bone_marrow,macrophages;brain,macrophages;breast,macrophages;kidney,macrophages;muscle_organ,macrophages;spleen,mast_cells;lung,mature_natural_killer_cells;bone_marrow,megakaryocyte-erythroid_progenitor_cells;bone_marrow,mesangial_cells;kidney,mesenchymal_cells;trachea,mesenchymal_stem_cells;muscle_organ,mesenchymal_stem_cells_of_adipose;adipose_tissue,microglia;brain,monocytes;bone_marrow,monocytes;lung,myeloid_cells;adipose_tissue,myeloid_cells;lung,myofibroblasts;heart,naive_B_cells;bone_marrow,natural_killer_cells;adipose_tissue,natural_killer_cells;liver,natural_killer_cells;lung,natural_killer_cells;spleen,neuroendocrine_cells;trachea,neurons;brain,non-classical_monocytes;lung,oligodendrocyte_precursor_cells;brain,oligodendrocytes;brain,pancreatic_A_cells;pancreas,pancreatic_D_cells;pancreas,pancreatic_PP_cells;pancreas,pancreatic_acinar_cells;pancreas,pancreatic_beta_cells;pancreas,pancreatic_ductal_cells;pancreas,pancreatic_stellate_cells;pancreas,pre-natural_killer_cells;bone_marrow,precursor_B_cells;bone_marrow,proerythroblasts;bone_marrow,professional_antigen_presenting_cells;vasculature,promonocytes;bone_marrow,proximal_straight_tubule_epithelial_cells;kidney,regulatory_T_cells;bone_marrow,sinusoidal_endothelial_cells;liver,skeletal_muscle_satellite_cells;muscle_organ,skeletal_muscle_satellite_stem_cells;muscle_organ,smooth_muscle_cells;heart,stem_cells_of_epidermis;skin_of_body,stromal_cells;breast,stromal_cells;lung,type_II_pneumocytes;lung
fibroblasts;heart_TRUE,25,23,24,24,24,24,24,24,24,19,19,19,8,23,4,0,22,17,22,22,2,21,14,23,22,22,6,1,2,17,11,0,0,0,0,0,0,24,24,25,25,25,25,25,25,22,22,12,6,6,25,25,25,25,25,25,25,25,25,25,11,0,20,25,22,10,22,23,23,24,22,0,1,22,5,24,22,22,22,24,22,12,14,2,24,24,24,24,24,24,24,24,22,22,22,22,24,25,25,25,25,25,25,20,22,7,18,20,23,23,16,23,23,18,18,20,15,22,22,22,22,4,24,21,9,14,1,0,0,13,6,0,12,22,17,0,22,0,22,18,22,1,24,21,24,24,24,6
fibroblasts;vasculature_TRUE,22,22,24,24,24,24,24,24,24,16,16,16,8,24,2,0,21,13,20,20,2,17,11,20,17,18,4,1,1,16,9,0,0,0,0,0,0,23,23,22,22,22,22,22,22,18,18,9,3,3,24,24,24,24,24,24,24,24,24,24,10,1,19,22,18,11,21,22,22,23,19,0,1,21,3,20,17,17,19,23,19,11,15,1,23,23,23,23,23,23,23,23,18,18,21,18,22,23,23,23,23,23,23,16,19,6,13,17,23,23,14,19,19,17,17,17,15,19,19,19,19,3,24,17,8,10,1,0,0,11,6,0,9,19,15,0,23,0,18,13,21,2,23,17,23,21,21,4
granulocyte_monocyte_progenitor_cells;bone_marrow_TRUE,22,22,22,22,22,22,22,22,22,18,16,16,7,22,9,3,21,14,18,18,4,21,14,21,20,22,10,2,7,17,10,0,0,0,0,0,0,23,23,23,23,23,23,23,23,22,22,12,2,2,22,22,22,22,22,22,22,22,22,22,13,4,18,22,22,14,21,22,22,23,18,0,3,22,4,22,20,20,22,23,22,7,16,7,22,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,18,22,9,10,13,21,21,18,21,21,19,19,15,16,22,22,22,22,5,22,21,8,12,3,0,2,9,10,1,11,22,18,2,23,0,22,15,22,1,23,13,23,16,16,4
granulocytes;bone_marrow_TRUE,20,21,22,22,22,22,22,22,22,18,17,17,14,20,5,2,21,13,18,18,6,22,16,23,22,18,7,2,5,23,17,0,0,0,0,0,0,20,20,23,23,23,23,23,23,18,18,15,0,0,23,23,23,23,23,23,23,23,23,23,11,6,19,22,18,12,21,22,22,23,21,0,4,21,8,23,22,22,22,20,20,14,17,5,23,23,23,23,23,23,23,23,18,18,22,18,23,23,23,23,23,23,23,20,22,11,13,13,21,21,21,23,23,21,21,15,20,22,22,22,22,5,21,22,7,14,1,1,0,10,11,1,10,22,16,0,23,1,18,17,22,0,20,18,20,21,21,9
granulocytopoietic_cells;bone_marrow_TRUE,23,23,24,24,24,24,24,24,24,19,16,16,16,22,5,2,23,14,19,19,6,24,15,24,23,22,9,2,5,22,16,0,0,0,0,0,0,23,23,24,24,24,24,24,24,22,22,14,1,1,24,24,24,24,24,24,24,24,24,24,11,6,18,24,22,13,23,24,24,24,23,0,5,23,10,24,23,23,24,23,21,13,17,6,25,25,25,25,25,25,25,25,22,22,23,22,24,24,24,24,24,24,24,20,24,13,15,15,23,23,24,24,24,22,22,16,21,24,24,24,24,8,24,24,10,17,3,1,0,12,10,1,10,24,19,0,24,1,22,17,23,0,23,20,23,20,20,9
hematopoietic_precursor_cells;bone_marrow_TRUE,18,20,22,22,22,22,22,22,22,14,13,13,7,21,3,1,22,7,19,19,3,22,13,20,20,20,8,1,6,18,11,0,0,0,0,0,0,23,23,22,22,22,22,22,22,20,20,7,0,0,20,20,20,20,20,20,20,20,20,20,10,4,15,23,20,12,22,20,20,23,17,0,7,22,3,21,20,20,21,23,19,5,13,6,21,21,21,21,21,21,21,21,20,20,18,20,23,22,22,22,22,22,22,16,21,12,11,10,22,22,18,22,22,17,17,9,14,21,21,21,21,5,22,22,4,9,2,1,0,9,4,0,7,21,18,4,22,2,20,12,18,0,23,12,23,19,19,2
hepatocytes;liver_TRUE,20,17,22,22,22,22,22,22,22,16,16,16,8,23,6,1,21,12,16,16,4,21,10,21,20,21,5,2,3,19,12,0,0,0,0,0,0,21,21,22,22,22,22,22,22,21,21,13,3,3,22,22,22,22,22,22,22,22,22,22,14,7,18,23,21,14,21,22,22,23,21,0,5,24,3,24,20,20,22,21,21,15,13,3,24,24,24,24,24,24,24,24,21,21,19,21,24,24,24,24,24,24,24,20,22,11,12,13,17,17,16,23,23,17,17,12,14,22,22,22,22,4,22,21,6,12,4,0,0,7,11,1,9,22,19,1,25,0,21,14,19,2,21,17,21,19,19,5
immature_B_cells;bone_marrow_TRUE,20,18,25,25,25,25,25,25,25,18,17,17,15,22,1,0,25,12,15,15,1,24,15,25,25,24,19,0,17,21,13,0,0,0,0,0,0,24,24,25,25,25,25,25,25,24,24,7,1,1,25,25,25,25,25,25,25,25,25,25,14,3,17,24,24,18,25,24,24,25,20,0,3,23,20,25,25,25,25,24,19,4,10,17,25,25,25,25,25,25,25,25,24,24,21,24,24,25,25,25,25,25,25,19,25,12,10,11,22,22,20,25,25,24,24,9,24,25,25,25,25,4,23,24,6,12,2,0,0,6,5,0,4,25,23,4,24,1,24,19,21,0,24,13,24,22,22,0
immature_NK_T_cells;bone_marrow_TRUE,17,15,25,25,25,25,25,25,25,13,11,11,12,19,4,1,18,9,13,13,2,21,13,23,21,17,11,1,9,15,9,0,0,0,0,0,0,20,20,25,25,25,25,25,25,17,17,7,1,1,21,21,21,21,21,21,21,21,21,21,10,2,16,23,17,10,18,21,21,22,17,0,4,19,7,22,21,21,22,21,16,7,9,9,24,24,24,24,24,24,24,24,17,17,18,18,24,23,23,23,23,23,23,21,22,7,8,12,21,20,17,21,21,20,20,12,20,22,22,22,22,2,23,21,3,11,1,0,1,9,4,1,3,22,17,1,20,3,17,16,18,1,20,8,20,19,19,4
immature_T_cells;bone_marrow_TRUE,18,15,25,25,25,25,25,25,25,11,10,10,9,17,3,1,19,8,11,11,2,21,9,23,21,17,9,1,8,13,8,0,0,0,0,0,0,21,21,25,25,25,25,25,25,17,17,7,1,1,20,20,20,20,20,20,20,20,20,20,9,2,16,23,17,9,19,21,21,22,18,0,2,18,8,22,21,21,22,22,15,4,8,8,24,24,24,24,24,24,24,24,17,17,17,18,24,23,23,23,23,23,23,20,22,5,7,9,21,20,16,21,21,21,21,11,19,22,22,22,22,1,23,21,1,9,1,0,1,7,3,1,3,22,17,1,21,1,17,15,17,1,21,12,21,18,18,5
immature_T_cells;thymus_TRUE,21,22,25,25,25,25,25,25,25,15,14,14,15,23,3,0,24,9,18,18,4,23,17,24,21,21,14,1,12,20,12,0,0,0,0,0,0,24,24,25,25,25,25,25,25,21,21,7,1,1,21,21,21,21,21,21,21,21,21,21,10,3,18,24,21,15,24,23,23,24,18,0,8,21,14,23,21,21,23,24,20,8,14,12,25,25,25,25,25,25,25,25,21,21,20,21,24,24,24,24,24,24,24,18,23,12,9,14,22,22,20,23,23,18,18,14,21,23,23,23,23,5,24,23,6,14,3,1,0,10,6,1,8,23,20,3,24,1,21,17,20,0,24,10,24,17,17,4
immature_natural_killer_cells;bone_marrow_TRUE,19,18,25,25,25,25,25,25,25,11,11,11,12,20,3,0,19,14,13,13,1,22,15,25,22,17,12,0,8,19,12,0,0,0,0,0,0,21,21,25,25,25,25,25,25,17,17,8,2,2,22,22,22,22,22,22,22,22,22,22,12,3,18,23,17,11,19,22,22,22,20,0,5,20,8,23,22,22,23,22,17,8,10,8,24,24,24,24,24,24,24,24,17,17,18,18,25,25,25,25,25,25,25,23,23,8,9,9,23,23,21,23,23,22,22,12,20,23,23,23,23,3,22,22,3,14,2,0,0,6,6,0,4,23,19,1,22,2,17,19,18,0,21,11,21,22,22,6
keratinocyte_stem_cells;skin_of_body_TRUE,19,17,23,23,23,23,23,23,23,23,23,23,11,18,6,0,22,10,17,17,6,17,18,19,18,23,5,3,5,13,16,0,0,0,0,0,0,24,24,23,23,23,23,23,23,23,23,9,3,3,22,22,22,22,22,22,22,22,22,22,10,7,22,23,23,14,22,23,23,24,19,0,5,22,5,24,18,18,24,25,23,13,15,5,24,24,24,24,24,24,24,24,23,23,21,23,24,24,24,24,24,24,24,19,24,7,10,16,21,21,15,20,20,16,16,17,14,24,24,24,24,10,24,17,10,12,1,0,0,10,7,2,11,24,13,0,24,0,23,15,21,0,24,15,24,20,20,10
keratinocytes;tongue_TRUE,18,12,24,24,24,24,24,24,24,21,20,20,5,16,4,0,21,8,16,16,2,15,7,20,16,22,4,0,4,13,14,0,0,0,0,0,0,23,23,19,19,19,19,19,19,22,22,8,0,0,21,21,21,21,21,21,21,21,21,21,7,4,21,24,22,12,21,23,23,23,12,0,0,20,4,22,16,16,21,24,22,7,9,4,22,22,22,22,22,22,22,22,22,22,17,22,25,23,23,23,23,23,23,10,21,6,4,9,19,19,13,18,18,10,10,6,8,21,21,21,21,4,24,15,4,7,0,0,0,2,3,0,4,21,14,0,22,0,22,13,17,0,23,6,23,19,19,3
kidney_capillary_endothelial_cells;kidney_TRUE,21,21,25,25,25,25,25,25,25,16,13,13,8,23,3,0,24,17,17,17,6,24,12,24,15,22,6,1,6,20,10,0,0,0,0,0,0,21,21,23,23,23,23,23,23,22,22,7,8,8,23,23,23,23,23,23,23,23,23,23,8,4,13,24,22,17,24,24,24,25,20,0,5,23,6,24,15,15,23,21,19,10,14,6,25,25,25,25,25,25,25,25,22,22,23,23,25,25,25,25,25,25,25,20,23,12,15,12,22,22,21,24,24,21,21,12,16,23,23,23,23,6,23,24,6,13,1,0,0,10,5,1,7,23,20,2,22,1,22,13,23,0,21,17,21,19,19,5
kidney_cells;kidney_TRUE,22,19,25,25,25,25,25,25,25,12,11,11,6,18,1,0,22,6,19,19,1,19,10,22,15,22,6,0,3,16,8,0,0,0,0,0,0,23,23,23,23,23,23,23,23,22,22,6,0,0,22,22,22,22,22,22,22,22,22,22,13,4,15,22,22,9,22,23,23,25,17,0,3,21,7,23,15,15,22,23,17,4,10,6,24,24,24,24,24,24,24,24,22,22,16,22,25,25,25,25,25,25,25,18,22,4,4,6,18,18,18,21,21,18,18,12,15,22,22,22,22,2,23,19,6,10,1,0,0,5,3,0,3,22,16,0,24,0,22,12,16,0,23,12,23,15,15,2
late_pro-B_cells;bone_marrow_TRUE,18,19,24,24,24,24,24,24,24,15,12,12,5,20,4,2,23,7,14,14,4,23,9,22,20,22,11,1,6,15,10,0,0,0,0,0,0,24,24,24,24,24,24,24,24,22,22,9,3,3,22,22,22,22,22,22,22,22,22,22,14,9,14,24,22,11,23,22,22,24,18,0,2,21,8,23,20,20,23,24,17,4,12,7,24,24,24,24,24,24,24,24,22,22,18,22,23,23,23,23,23,23,23,14,23,6,9,13,19,19,17,23,23,15,15,15,17,23,23,23,23,5,22,23,12,14,2,0,0,10,8,1,7,23,17,2,24,1,22,11,18,0,24,11,24,18,18,4
leukocytes;heart_TRUE,22,24,25,25,25,25,25,25,25,18,17,17,19,25,4,1,24,19,19,19,5,25,17,25,25,23,11,0,6,21,18,0,0,0,0,0,0,24,24,25,25,25,25,25,25,23,23,14,3,3,25,25,25,25,25,25,25,25,25,25,13,5,19,25,23,14,24,23,23,25,23,0,5,24,7,25,25,25,25,24,22,9,11,6,25,25,25,25,25,25,25,25,23,23,22,23,25,25,25,25,25,25,25,25,25,10,18,9,25,25,25,25,25,23,23,19,21,25,25,25,25,3,25,25,9,14,4,0,0,7,7,1,8,25,20,4,24,3,23,21,22,1,24,19,24,23,23,10
leukocytes;kidney_TRUE,19,19,24,24,24,24,24,24,24,12,12,12,6,21,3,0,20,9,14,14,0,20,6,22,22,19,7,0,6,19,10,0,0,0,0,0,0,23,23,24,24,24,24,24,24,19,19,5,0,0,21,21,21,21,21,21,21,21,21,21,12,1,18,22,19,7,20,21,21,23,15,0,3,21,7,23,22,22,22,24,16,3,10,6,24,24,24,24,24,24,24,24,19,19,19,19,24,24,24,24,24,24,24,19,22,5,8,8,18,18,19,21,21,21,21,10,16,22,22,22,22,3,22,20,3,7,1,0,0,7,3,1,2,22,17,0,22,0,19,9,19,1,23,11,23,17,17,4
leukocytes;liver_TRUE,23,19,25,25,25,25,25,25,25,12,11,11,7,22,4,0,25,9,21,21,1,23,10,24,18,22,7,0,1,18,8,0,0,0,0,0,0,25,25,25,25,25,25,25,25,22,22,10,1,1,22,22,22,22,22,22,22,22,22,22,14,3,16,23,22,9,25,22,22,25,21,0,4,24,2,23,18,18,21,25,18,9,13,1,24,24,24,24,24,24,24,24,22,22,21,22,23,25,25,25,25,25,25,21,21,6,9,10,24,24,20,25,25,21,21,14,11,21,21,21,21,2,24,23,7,9,4,0,0,6,5,1,7,21,14,0,24,1,22,12,21,0,25,15,25,17,17,5
leukocytes;lung_TRUE,24,23,25,25,25,25,25,25,25,17,16,16,18,25,2,1,25,12,24,24,2,25,14,25,23,23,9,0,7,22,19,0,0,0,0,0,0,24,24,25,25,25,25,25,25,23,23,13,0,0,24,24,24,24,24,24,24,24,24,24,16,3,22,24,23,9,25,24,24,25,22,0,6,25,10,23,23,23,23,24,23,6,18,7,24,24,24,24,24,24,24,24,23,23,24,23,25,25,25,25,25,25,25,22,23,8,10,14,22,22,23,25,25,24,24,13,20,23,23,23,23,5,25,25,6,11,1,0,0,9,4,0,6,23,19,1,24,2,23,18,24,0,24,17,24,23,23,5
leukocytes;pancreas_TRUE,20,21,25,25,25,25,25,25,25,14,13,13,13,21,2,0,20,15,15,15,2,24,12,24,20,23,12,0,5,19,13,0,0,0,0,0,0,21,21,24,24,24,24,24,24,23,23,10,1,1,24,24,24,24,24,24,24,24,24,24,14,7,16,23,23,7,20,20,20,24,23,0,6,21,8,23,20,20,23,21,16,8,7,8,23,23,23,23,23,23,23,23,23,23,21,23,23,24,24,24,24,24,24,24,23,6,9,12,21,21,23,24,24,22,22,14,22,23,23,23,23,3,23,24,6,11,3,0,0,5,4,0,4,23,18,1,23,0,23,21,21,0,21,14,21,21,21,8
leukocytes;skin_of_body_TRUE,18,18,25,25,25,25,25,25,25,21,21,21,8,18,5,1,22,12,16,16,4,20,15,19,19,21,7,2,6,12,14,0,0,0,0,0,0,23,23,23,23,23,23,23,23,21,21,11,0,0,23,23,23,23,23,23,23,23,23,23,11,3,21,21,21,12,22,22,22,24,18,0,5,23,5,23,19,19,23,23,20,12,15,6,23,23,23,23,23,23,23,23,21,21,20,21,24,24,24,24,24,24,24,18,23,5,9,14,21,21,15,22,22,19,19,16,14,23,23,23,23,6,23,20,6,9,0,0,0,8,7,2,9,23,12,0,23,1,21,14,20,0,23,15,23,19,19,5
leukocytes;thymus_TRUE,21,23,25,25,25,25,25,25,25,12,11,11,9,19,4,0,21,12,17,17,0,21,11,24,20,23,9,0,5,15,10,0,0,0,0,0,0,24,24,23,23,23,23,23,23,23,23,6,0,0,22,22,22,22,22,22,22,22,22,22,14,5,14,25,23,9,21,20,20,24,16,0,6,19,9,25,20,20,25,24,16,5,13,8,25,25,25,25,25,25,25,25,23,23,18,23,25,25,25,25,25,25,25,22,25,6,6,11,21,21,22,25,25,19,19,9,17,25,25,25,25,4,24,21,7,11,3,0,0,9,9,0,4,25,15,0,25,0,23,17,18,0,24,15,24,24,24,4
leukocytes;urinary_bladder_TRUE,22,24,25,25,25,25,25,25,25,13,13,13,10,22,3,1,22,10,18,18,1,23,12,21,20,23,7,1,3,16,13,0,0,0,0,0,0,23,23,24,24,24,24,24,24,23,23,9,0,0,24,24,24,24,24,24,24,24,24,24,16,5,17,23,23,8,22,21,21,24,19,0,5,22,8,24,20,20,23,23,20,8,14,6,24,24,24,24,24,24,24,24,23,23,21,23,25,24,24,24,24,24,24,22,23,5,9,10,21,21,22,25,25,20,20,11,19,23,23,23,23,7,22,23,5,14,2,0,0,10,6,0,4,23,18,0,24,1,23,16,21,0,23,12,23,18,18,1
loop_of_Henle_ascending_limb_epithelial_cells;kidney_TRUE,16,17,25,25,25,25,25,25,25,9,9,9,3,18,2,0,18,4,20,20,1,13,8,20,16,18,1,0,1,16,5,0,0,0,0,0,0,21,21,23,23,23,23,23,23,18,18,8,1,1,19,19,19,19,19,19,19,19,19,19,7,0,11,19,18,4,18,22,22,21,8,0,1,22,1,23,16,16,20,22,10,3,14,1,23,23,23,23,23,23,23,23,18,18,14,18,19,24,24,24,24,24,24,10,20,2,7,8,20,19,14,21,21,9,9,7,10,20,20,20,20,0,22,13,2,8,1,0,0,4,6,0,4,20,9,0,21,0,18,7,14,1,21,12,21,15,15,1
luminal_epithelial_cells_of_mammary_gland;breast_TRUE,23,20,25,25,25,25,25,25,25,20,19,19,11,24,8,1,22,19,18,18,9,22,14,21,21,23,10,3,8,20,12,0,0,0,0,0,0,23,23,22,22,22,22,22,22,23,23,20,2,2,23,23,23,23,23,23,23,23,23,23,18,10,21,24,23,12,22,23,23,24,20,0,3,23,8,23,21,21,22,23,21,12,21,8,24,24,24,24,24,24,24,24,23,23,23,23,23,22,22,22,22,22,22,18,22,9,18,19,23,23,18,24,24,18,18,18,18,22,22,22,22,9,24,22,12,10,4,0,0,9,9,4,12,22,19,2,23,1,23,16,23,1,23,17,23,19,19,13
lung_endothelial_cells;lung_TRUE,21,18,24,24,24,24,24,24,24,15,15,15,9,22,3,0,22,16,19,19,2,21,9,21,17,23,7,1,3,17,8,0,0,0,0,0,0,23,23,23,23,23,23,23,23,23,23,9,9,9,24,24,24,24,24,24,24,24,24,24,8,1,11,24,23,11,22,22,22,24,13,0,2,20,4,22,17,17,22,23,20,16,12,3,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,20,22,7,11,14,22,22,19,23,23,18,18,14,12,22,22,22,22,6,23,21,7,12,1,0,0,8,8,0,5,22,14,0,23,1,23,14,23,0,23,18,23,23,23,6
lung_epithelial_cells;lung_TRUE,23,17,24,24,24,24,24,24,24,20,17,17,7,22,2,0,25,12,16,16,7,20,9,19,19,24,3,1,3,17,9,0,0,0,0,0,0,24,24,23,23,23,23,23,23,24,24,16,1,1,24,24,24,24,24,24,24,24,24,24,13,11,17,24,24,8,25,23,23,24,20,0,2,22,3,22,19,19,19,24,22,9,10,3,25,25,25,25,25,25,25,25,24,24,24,24,25,25,25,25,25,25,25,16,19,3,5,15,21,20,16,22,22,21,21,16,16,19,19,19,19,12,24,20,2,7,1,0,0,5,2,1,5,19,12,0,23,0,24,12,24,0,24,15,24,18,18,16
lymphocytes;muscle_organ_TRUE,17,18,21,21,21,21,21,21,21,13,12,12,9,18,4,1,18,11,13,13,1,19,9,19,18,18,13,0,8,14,10,0,0,0,0,0,0,21,21,20,20,20,20,20,20,18,18,7,1,1,20,20,20,20,20,20,20,20,20,20,13,4,14,19,18,11,18,18,18,22,16,0,5,19,11,20,18,18,20,22,15,4,7,11,21,21,21,21,21,21,21,21,18,18,18,18,21,21,21,21,21,21,21,20,20,7,9,11,19,19,18,20,20,18,18,10,16,20,20,20,20,3,19,19,3,12,2,0,0,5,4,1,4,20,15,2,21,3,18,14,18,0,21,10,21,20,20,4
macrophages;bone_marrow_TRUE,22,19,23,23,23,23,23,23,23,11,11,11,15,20,2,0,23,14,20,20,4,21,15,23,19,18,9,0,7,16,15,0,0,0,0,0,0,21,21,24,24,24,24,24,24,18,18,9,2,2,23,23,23,23,23,23,23,23,23,23,11,3,17,23,18,8,23,21,21,23,20,0,3,20,8,23,19,19,23,22,22,8,11,7,23,23,23,23,23,23,23,23,18,18,21,18,24,24,24,24,24,24,24,22,23,12,9,13,22,22,20,22,22,20,20,10,16,23,23,23,23,7,23,21,7,14,0,0,0,10,6,1,10,23,18,1,22,1,18,14,21,0,21,13,21,19,19,5
macrophages;brain_TRUE,22,22,24,24,24,24,24,24,24,15,15,15,17,24,3,1,23,18,20,20,5,24,15,23,22,21,11,0,6,21,19,0,0,0,0,0,0,22,22,25,25,25,25,25,25,21,21,9,2,2,24,24,24,24,24,24,24,24,24,24,12,3,19,24,21,8,23,23,23,24,22,0,6,23,9,24,22,22,24,22,21,7,11,6,24,24,24,24,24,24,24,24,21,21,22,22,24,24,24,24,24,24,24,23,24,8,11,11,23,23,24,24,24,23,23,15,20,24,24,24,24,5,24,24,6,13,2,0,0,6,6,1,8,24,21,3,23,3,21,19,22,0,22,17,22,24,24,6
macrophages;breast_TRUE,20,15,24,24,24,24,24,24,24,6,4,4,1,14,0,0,23,1,17,17,0,14,9,20,13,17,2,0,1,19,7,0,0,0,0,0,0,23,23,24,24,24,24,24,24,17,17,3,0,0,16,16,16,16,16,16,16,16,16,16,3,0,13,21,17,10,23,25,25,24,11,0,0,20,0,22,13,13,20,23,15,3,3,1,21,21,21,21,21,21,21,21,17,17,9,18,24,23,23,23,23,23,23,10,20,2,2,1,15,14,8,20,20,9,9,11,11,20,20,20,20,1,24,14,4,4,0,0,0,1,1,0,1,20,10,2,22,0,17,4,9,0,23,6,23,10,10,1
macrophages;kidney_TRUE,20,22,25,25,25,25,25,25,25,13,12,12,14,21,2,0,21,16,15,15,2,25,12,25,20,21,8,0,3,20,15,0,0,0,0,0,0,23,23,25,25,25,25,25,25,21,21,5,0,0,25,25,25,25,25,25,25,25,25,25,12,7,15,24,21,5,21,21,21,25,23,0,5,20,7,25,20,20,25,23,16,5,8,6,25,25,25,25,25,25,25,25,21,21,22,22,25,25,25,25,25,25,25,24,25,6,10,11,22,22,25,25,25,23,23,13,24,25,25,25,25,2,23,25,6,12,2,0,0,7,5,0,5,25,18,1,24,1,21,22,22,0,23,14,23,24,24,4
macrophages;muscle_organ_TRUE,19,23,25,25,25,25,25,25,25,14,14,14,15,22,1,0,23,14,19,19,2,25,12,24,21,21,10,0,4,19,14,0,0,0,0,0,0,25,25,24,24,24,24,24,24,21,22,7,0,0,24,24,24,24,24,24,24,24,24,24,15,4,14,23,21,8,23,22,22,25,21,0,7,23,9,24,21,21,24,25,19,7,11,6,24,24,24,24,24,24,24,24,21,21,23,22,25,25,25,25,25,25,25,25,24,7,8,9,23,23,25,25,25,22,22,13,16,24,24,24,24,4,23,25,4,15,2,0,0,7,6,0,4,24,20,2,25,1,21,21,23,0,25,13,25,21,21,2
macrophages;spleen_TRUE,24,21,25,25,25,25,25,25,25,14,12,12,8,21,2,0,25,11,21,21,0,22,11,22,20,25,6,0,4,19,13,0,0,0,0,0,0,25,25,24,24,24,24,24,24,25,25,8,0,0,23,23,23,23,23,23,23,23,23,23,13,2,20,25,25,7,25,23,23,25,21,0,6,22,7,24,20,20,22,25,21,5,13,5,25,25,25,25,25,25,25,25,25,25,20,25,24,25,25,25,25,25,25,20,22,6,8,11,25,25,19,24,24,21,21,11,16,22,22,22,22,2,24,22,6,9,2,0,0,9,5,0,5,22,15,1,25,1,25,15,20,0,25,13,25,18,18,2
mast_cells;lung_TRUE,25,20,25,25,25,25,25,25,25,16,16,16,13,19,1,0,25,11,21,21,3,23,15,23,23,25,7,1,5,22,18,0,0,0,0,0,0,25,25,24,24,24,24,24,24,25,25,11,0,0,24,24,24,24,24,24,24,24,24,24,13,1,21,25,25,13,25,24,24,25,22,0,5,24,6,25,23,23,25,25,22,8,18,5,25,25,25,25,25,25,25,25,25,25,21,25,25,25,25,25,25,25,25,19,25,7,11,10,21,21,20,23,23,21,21,13,21,25,25,25,25,8,24,23,9,14,0,0,0,9,4,0,7,25,18,1,25,3,25,16,21,1,25,14,25,21,21,7
